taxid,input_term,domain,kingdom,phylum,class,order,family,genus,species
31715,Bean_pod_mottle_virus_strain_Kentucky_G7,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Secoviridae,g__Comovirus,s__Bean_pod_mottle_virus
208893,Human_respiratory_syncytial_virus_A,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
577543,Influenza_A_virus_A_Xinjiang_1_2006_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
82639,Coxsackievirus_B2,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
411157,Influenza_A_virus_A_Thailand_271_2005_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12060,Echovirus_E9,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
1980485,Prospect_Hill_orthohantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Prospect_Hill_orthohantavirus
35330,Bluetongue_virus_13,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
11320,Influenza_A_virus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12075,Swine_vesicular_disease_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
150080,Norovirus_isolates,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
11053,Dengue_virus_1,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
371214,Influenza_A_virus_A_chicken_Taiwan_0329_01_H6N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11045,Rubella_virus_strain_Therien,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Hepelivirales,f__Matonaviridae,g__Rubivirus,s__Rubivirus_rubellae
29271,Dasheen_mosaic_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Stelpaviricetes,o__Patatavirales,f__Potyviridae,g__Potyvirus,s__Dasheen_mosaic_virus
11047,Equine_arteritis_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Arteriviridae,g__Alphaarterivirus,s__Alphaarterivirus_equid
12072,Coxsackievirus_B3,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
12115,Foot_and_mouth_disease_virus_strain_A24_Cruzeiro,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
408870,Dengue_virus_3_Philippines_H87_1956,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
37128,Potato_mop_top_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Virgaviridae,g__Pomovirus,s__Potato_mop_top_virus
88104,Influenza_A_virus_A_Hong_Kong_483_1997_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
1933300,Watermelon_silver_mottle_orthotospovirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Tospoviridae,g__Orthotospovirus,s__Watermelon_silver_mottle_orthotospovirus
1980456,Andes_orthohantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Andes_orthohantavirus
381516,Influenza_A_virus_A_USSR_90_1977_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
10995,Infectious_bursal_disease_virus,d__Viruses,k__Orthornavirae,p__Birnaviridae__F+,c__Birnaviridae__F+,o__Birnaviridae__F+,f__Birnaviridae,g__Avibirnavirus,s__Infectious_bursal_disease_virus
1803956,Parechovirus_A,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Parechovirus,s__Parechovirus_A
1508227,Bat_SARS_like_coronavirus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Severe_acute_respiratory_syndrome_related_coronavirus
12146,Tomato_bushy_stunt_virus_STRAIN_BS_3,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Tolucaviricetes,o__Tolivirales,f__Tombusviridae,g__Tombusvirus,s__Tomato_bushy_stunt_virus
130760,Influenza_A_virus_A_Hong_Kong_1073_99_H9N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
387147,Influenza_A_virus_A_England_878_1969_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
2032731,Swine_acute_diarrhea_syndrome_coronavirus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Swine_acute_diarrhea_syndrome_coronavirus
31644,Hepatitis_C_virus_HCV_KF,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
36421,African_horse_sickness_virus_4,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__African_horse_sickness_virus
11292,Rabies_lyssavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Rhabdoviridae,g__Lyssavirus,s__Rabies_lyssavirus
164326,Influenza_A_virus_A_Hong_Kong_1131_1998_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11251,Human_respiratory_syncytial_virus_subgroup_B_strain_18537,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
11080,Saint_Louis_encephalitis_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Saint_Louis_encephalitis_virus
186538,Zaire_ebolavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Filoviridae,g__Ebolavirus,s__Zaire_ebolavirus
11276,Vesicular_stomatitis_virus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Rhabdoviridae,g__Vesiculovirus,s__Vesicular_stomatitis_virus
641812,Influenza_A_virus_A_Texas_05_2009_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
443241,Human_coronavirus_HKU1_isolate_N5,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Human_coronavirus_HKU1
1972699,Norovirus_Hu_GII_3_3_34_2015_HNZZ_CHN,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
2560319,Avian_orthoavulavirus_1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Orthoavulavirus,s__Avian_orthoavulavirus_1
103905,Coxsackievirus_B4_strain_E2,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
356426,Hepatitis_C_virus_subtype_3a,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
2560602,Mumps_orthorubulavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Orthorubulavirus,s__Mumps_orthorubulavirus
11059,Dengue_virus_1_Nauru_West_Pac_1974,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
12112,Foot_and_mouth_disease_virus_strain_A10_61,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
11259,Human_respiratory_syncytial_virus_A2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Human_orthopneumovirus
11981,Feline_calicivirus_strain_F9,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Vesivirus,s__Feline_calicivirus
31631,Human_coronavirus_OC43,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Betacoronavirus_1
1239567,Mamastrovirus_3,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Stelpaviricetes,o__Stellavirales,f__Astroviridae,g__Mamastrovirus,s__Mamastrovirus_3
683780,Influenza_A_virus_A_wild_bird_Korea_A81_2009_H5N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
468968,Influenza_A_virus_A_Indonesia_560H_2006_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
228330,SARS_coronavirus_Urbani,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Severe_acute_respiratory_syndrome_related_coronavirus
647923,Influenza_A_virus_A_reassortant_NYMC_X_179A_California_07_2009_x_NYMC_X_157_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
12242,Tobacco_mosaic_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Virgaviridae,g__Tobamovirus,s__Tobacco_mosaic_virus
650130,Human_rhinovirus_89_ATCC_VR_1199,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Rhinovirus_A
31704,Coxsackievirus_A16,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_A
400828,Influenza_A_virus_A_Indonesia_CDC669_2006_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
385585,Influenza_A_virus_A_equine_Jilin_1_1989_H3N8,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11116,Hepatitis_C_virus_isolate_Japanese,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
1980491,Sin_Nombre_orthohantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Sin_Nombre_orthohantavirus
12064,Enterovirus_E,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_E
10962,Human_rotavirus_strain_WA,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Rotavirus,s__Rotavirus_A
359921,Influenza_A_virus_A_Australian_shelduck_Western_Australia_1756_1983_H15N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
94967,Bluetongue_virus_4,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
1968303,Influenza_A_virus_A_chicken_Guangdong_GD15_2016_H7N9,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
31649,Hepatitis_C_virus_subtype_2a,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
352564,Influenza_A_virus_A_mallard_Astrakhan_263_1982_H14N5,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
28295,Porcine_epidemic_diarrhea_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Porcine_epidemic_diarrhea_virus
1331831,Influenza_A_virus_A_Taiwan_1_2013_H7N9,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11191,Murine_respirovirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Respirovirus,s__Murine_respirovirus
356411,Hepatitis_C_virus_JFH_1,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
1914447,Atypical_porcine_pestivirus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Pestivirus,s__Pestivirus_K
33745,Hepatitis_C_virus_genotype_4,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
40271,Hepatitis_C_virus_genotype_2,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
33741,Dengue_virus_1_Singapore_S275_1990,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
380284,Influenza_A_virus_A_England_268_1996_H7N7,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
208726,Human_hepatitis_A_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Hepatovirus,s__Hepatovirus_A
562992,Influenza_A_virus_A_Egypt_3300_NAMRU3_2008_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11065,Dengue_virus_2_Thailand_NGS_C_1944,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
333284,Hepatitis_C_virus_isolate_Con1,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
370811,Influenza_A_virus_A_Anhui_2_2005_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
150846,Enterovirus_5865_sin_000009,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_A
292039,Influenza_A_virus_A_chicken_HongKong_SF1_03_H9N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
1406148,Norovirus_Hu_GII_3_Jingzhou_2013402_CHN,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
183741,Influenza_A_virus_A_Chicken_Shanghai_F_98_H9N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
10879,Pseudomonas_virus_phi6,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Vidaverviricetes,o__Mindivirales,f__Cystoviridae,g__Cystovirus,s__Pseudomonas_virus_phi6
11246,Bovine_orthopneumovirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Pneumoviridae,g__Orthopneumovirus,s__Bovine_orthopneumovirus
12110,Foot_and_mouth_disease_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
94432,Human_rotavirus_MP409,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Rotavirus,s__Rotavirus_A
110195,Foot_and_mouth_disease_virus_type_Asia_1,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Aphthovirus,s__Foot_and_mouth_disease_virus
279329,Influenza_B_virus_B_Shandong_7_97,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Betainfluenzavirus,s__Influenza_B_virus
1335626,Middle_East_respiratory_syndrome_related_coronavirus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Middle_East_respiratory_syndrome_related_coronavirus
11113,Hepatitis_C_virus_isolate_HC_J6,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
186540,Sudan_ebolavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Filoviridae,g__Ebolavirus,s__Sudan_ebolavirus
680692,Influenza_A_virus_A_Hong_Kong_485_1997_H5N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
556277,Influenza_A_virus_A_swine_Guangdong_02_2005_H3N2,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
1933298,Tomato_spotted_wilt_orthotospovirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Tospoviridae,g__Orthotospovirus,s__Tomato_spotted_wilt_orthotospovirus
642261,Influenza_A_virus_A_California_08_2009_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
1053141,Recombinant_Hepatitis_C_virus_J6_JFH1_J6,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
380342,Influenza_A_virus_A_swine_Iowa_15_1930_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
1321999,Norovirus_Hu_GII_6_Ehime120246_2012_JP,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Caliciviridae,g__Norovirus,s__Norwalk_virus
11062,Dengue_virus_2_Malaysia_M2,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
358769,Classical_swine_fever_virus_Alfort_187,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Pestivirus,s__Pestivirus_C
11066,Dengue_virus_2_Puerto_Rico_PR159_S1_1969,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Dengue_virus
11038,Venezuelan_equine_encephalitis_virus_strain_Trinidad_donkey,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Alsuviricetes,o__Martellivirales,f__Togaviridae,g__Alphavirus,s__Venezuelan_equine_encephalitis_virus
12098,Human_hepatitis_A_virus_Hu_Australia_HM175_1976,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Hepatovirus,s__Hepatovirus_A
12067,Coxsackievirus_A9,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_B
1980459,Bayou_orthohantavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Hantaviridae,g__Orthohantavirus,s__Bayou_orthohantavirus
11620,Lassa_mammarenavirus,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Ellioviricetes,o__Bunyavirales,f__Arenaviridae,g__Mammarenavirus,s__Lassa_mammarenavirus
390157,Senecavirus_A,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Senecavirus,s__Senecavirus_A
2026007,Influenza_A_virus_A_chicken_Guangdong_S1200_2015_H7N9,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
11217,Human_parainfluenza_3_virus_strain_NIH_47885,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Monjiviricetes,o__Mononegavirales,f__Paramyxoviridae,g__Respirovirus,s__Human_respirovirus_3
11110,Hepatitis_C_virus_HCT18,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
228407,SARS_coronavirus_BJ01,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Betacoronavirus,s__Severe_acute_respiratory_syndrome_related_coronavirus
38171,Avian_reovirus_strain_S1133,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orthoreovirus,s__Avian_orthoreovirus
11553,Influenza_C_virus_C_Ann_Arbor_1_50,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Gammainfluenzavirus,s__Influenza_C_virus
11072,Japanese_encephalitis_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Japanese_encephalitis_virus
11149,Transmissible_gastroenteritis_virus,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Nidovirales,f__Coronaviridae,g__Alphacoronavirus,s__Alphacoronavirus_1
12081,Human_poliovirus_1_Mahoney,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Enterovirus_C
12132,rhinovirus_A89,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Rhinovirus_A
185894,rhinovirus_A15,d__Viruses,k__Orthornavirae,p__Pisuviricota,c__Pisoniviricetes,o__Picornavirales,f__Picornaviridae,g__Enterovirus,s__Rhinovirus_A
641501,Influenza_A_virus_A_California_04_2009_H1N1,d__Viruses,k__Orthornavirae,p__Negarnaviricota,c__Insthoviricetes,o__Articulavirales,f__Orthomyxoviridae,g__Alphainfluenzavirus,s__Influenza_A_virus
356410,Hepatitis_C_virus_isolate_HC_G9,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Hepacivirus,s__Hepacivirus_C
292633,Dragon_grouper_nervous_necrosis_virus,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Magsaviricetes,o__Nodamuvirales,f__Nodaviridae,g__Betanodavirus,s__Redspotted_grouper_nervous_necrosis_virus
301478,Murray_valley_encephalitis_virus_strain_MVE_1_51,d__Viruses,k__Orthornavirae,p__Kitrinoviricota,c__Flasuviricetes,o__Amarillovirales,f__Flaviviridae,g__Flavivirus,s__Murray_Valley_encephalitis_virus
10904,Bluetongue_virus_serotype_1_isolate_Australia,d__Viruses,k__Orthornavirae,p__Duplornaviricota,c__Resentoviricetes,o__Reovirales,f__Reoviridae,g__Orbivirus,s__Bluetongue_virus
