"id","taxid","domain","kingdom","phylum","class","order","family","genus","species","IsLower","N","nIDs","Label"
"s__Semliki_Forest_virus",11033,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Semliki_Forest_virus",FALSE,10,1,"Semliki Forest virus(10 peptides)"
"s__Senecavirus_A",390157,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Senecavirus","Senecavirus_A",FALSE,9,1,"Senecavirus A(9 peptides)"
"s__Seoul_orthohantavirus",280855,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Seoul_orthohantavirus",FALSE,3,1,"Seoul orthohantavirus(3 peptides)"
"s__Severe_acute_respiratory_syndrome_related_coronavirus",1508227,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Severe_acute_respiratory_syndrome_related_coronavirus",TRUE,970,8,"Severe acute respiratory syndrome related coronavirus(970 peptides)"
"s__Sin_Nombre_orthohantavirus",1980491,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Sin_Nombre_orthohantavirus",FALSE,1,1,"Sin Nombre orthohantavirus(1 peptides)"
"s__Sindbis_virus",11034,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Sindbis_virus",FALSE,14,1,"Sindbis virus(14 peptides)"
"s__Soil_borne_wheat_mosaic_virus",28375,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Furovirus","Soil_borne_wheat_mosaic_virus",FALSE,1,1,"Soil borne wheat mosaic virus(1 peptides)"
"s__Sudan_ebolavirus",186540,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Filoviridae","Ebolavirus","Sudan_ebolavirus",FALSE,14,1,"Sudan ebolavirus(14 peptides)"
"s__Swine_acute_diarrhea_syndrome_coronavirus",2032731,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Swine_acute_diarrhea_syndrome_coronavirus",FALSE,2,1,"Swine acute diarrhea syndrome coronavirus(2 peptides)"
"s__Swine_acute_diarrhea_syndrome_related_coronavirus",2115988,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Swine_acute_diarrhea_syndrome_related_coronavirus__S+","Swine_acute_diarrhea_syndrome_related_coronavirus",FALSE,1,1,"Swine acute diarrhea syndrome related coronavirus(1 peptides)"
"s__Tembusu_virus",1399582,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Tembusu_virus",FALSE,16,2,"Tembusu virus(16 peptides)"
"s__Tick_borne_encephalitis_virus",11084,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Tick_borne_encephalitis_virus",FALSE,27,1,"Tick borne encephalitis virus(27 peptides)"
"s__Tobacco_mosaic_virus",12242,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobamovirus","Tobacco_mosaic_virus",FALSE,27,2,"Tobacco mosaic virus(27 peptides)"
"s__Tomato_bushy_stunt_virus",12146,"Viruses","Orthornavirae","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Tombusvirus","Tomato_bushy_stunt_virus",FALSE,3,1,"Tomato bushy stunt virus(3 peptides)"
"s__Tomato_spotted_wilt_orthotospovirus",1933298,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Tomato_spotted_wilt_orthotospovirus",FALSE,1,1,"Tomato spotted wilt orthotospovirus(1 peptides)"
"s__Topografov_hantavirus",83192,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Topografov_hantavirus",FALSE,1,1,"Topografov hantavirus(1 peptides)"
"s__Toscana_phlebovirus",11590,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Toscana_phlebovirus",FALSE,3,1,"Toscana phlebovirus(3 peptides)"
"s__Tula_orthohantavirus",1980494,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Tula_orthohantavirus",FALSE,1,1,"Tula orthohantavirus(1 peptides)"
"s__Tylonycteris_bat_coronavirus_HKU4",694007,"Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Betacoronavirus","Tylonycteris_bat_coronavirus_HKU4",FALSE,1,1,"Tylonycteris bat coronavirus HKU4(1 peptides)"
"s__Venezuelan_equine_encephalitis_virus",11038,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Venezuelan_equine_encephalitis_virus",FALSE,8,3,"Venezuelan equine encephalitis virus(8 peptides)"
"s__Vesicular_stomatitis_virus",11276,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Vesiculovirus","Vesicular_stomatitis_virus",FALSE,1,1,"Vesicular stomatitis virus(1 peptides)"
"s__Watermelon_silver_mottle_orthotospovirus",1933300,"Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Watermelon_silver_mottle_orthotospovirus",FALSE,1,1,"Watermelon silver mottle orthotospovirus(1 peptides)"
"s__West_Nile_virus",307044,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West_Nile_virus",FALSE,41,3,"West Nile virus(41 peptides)"
"s__Western_equine_encephalitis_virus",11039,"Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Western_equine_encephalitis_virus",FALSE,4,1,"Western equine encephalitis virus(4 peptides)"
"s__Yellow_fever_virus",11089,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Yellow_fever_virus",FALSE,357,1,"Yellow fever virus(357 peptides)"
"s__Yellow_grouper_nervous_necrosis_virus",161600,"Viruses","Orthornavirae","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae","Betanodavirus","Yellow_grouper_nervous_necrosis_virus",FALSE,1,1,"Yellow grouper nervous necrosis virus(1 peptides)"
"s__Zaire_ebolavirus",186538,"Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Filoviridae","Ebolavirus","Zaire_ebolavirus",FALSE,156,3,"Zaire ebolavirus(156 peptides)"
"s__Zantedeschia_mild_mosaic_virus",270478,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Zantedeschia_mild_mosaic_virus",FALSE,1,1,"Zantedeschia mild mosaic virus(1 peptides)"
"s__Zika_virus",64320,"Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Zika_virus",FALSE,231,1,"Zika virus(231 peptides)"
"s__Zucchini_yellow_mosaic_virus",12232,"Viruses","Orthornavirae","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Zucchini_yellow_mosaic_virus",FALSE,1,1,"Zucchini yellow mosaic virus(1 peptides)"
